"pid";"vid";"name";"price";"disc";"qty";"detail";"category";"imgurl";"upload_date"
"84";"16";"M2S JIOFI2 Model JIO";"4999";"46";"86";"Welcome to the dynamic realm of electronics, where innovation and technology converge to enhance and simplify our lives. Our electronics category offers a wide array of cutting-edge gadgets and devices designed to elevate your digital experiences.

Explore a world of connectivity with our extensive selection of smartphones and tablets, providing seamless communication, entertainment, and productivity on the go. From sleek designs to powerful processors, our devices cater to a range of preferences and budgets.

Unleash the power of entertainment with our top-of-the-line audio and video equipment. Immerse yourself in cinematic experiences with our high-definition televisions and surround sound systems, or indulge in crystal-clear audio with our premium headphones and speakers.

Enhance your productivity and creativity with our versatile range of laptops and desktop computers. Whether you're a student, a professional, or a creative enthusiast, our computers boast impressive performance and features to meet your specific needs.

Stay connected and organized with our smartwatches and wearables, designed to track your health, monitor fitness goals, and provide convenient access to essential notifications.

Discover a world of possibilities with our smart home devices, which allow you to control and automate various aspects of your home environment. From smart lighting and thermostats to voice-controlled assistants, our selection enables you to create a modern and efficient living space.

Our electronics category also features an extensive range of accessories, including chargers, cables, protective cases, and more, ensuring your devices are always ready for action.

At [Shop Name], we prioritize quality and reliability, offering products from renowned brands known for their technological prowess and customer satisfaction.

As technology evolves, so does our electronics category. We keep pace with the latest advancements, ensuring that our selection remains current and caters to the ever-changing needs of tech enthusiasts.

From the latest smartphones to the most innovative smart devices, our electronics category promises an exciting and transformative experience. Embrace the future of technology with us and make your everyday life more connected, efficient, and enjoyable. Happy exploring!";"Electronics";"../Shared/images/Electronics/M2S JIOFI2 Model JIO.webp";"2023-07-28 20:50:43"
"85";"16";"Tokdis MX-1 Pro Smartwatch";"3499";"80";"67";"Welcome to the dynamic realm of electronics, where innovation and technology converge to enhance and simplify our lives. Our electronics category offers a wide array of cutting-edge gadgets and devices designed to elevate your digital experiences.

Explore a world of connectivity with our extensive selection of smartphones and tablets, providing seamless communication, entertainment, and productivity on the go. From sleek designs to powerful processors, our devices cater to a range of preferences and budgets.

Unleash the power of entertainment with our top-of-the-line audio and video equipment. Immerse yourself in cinematic experiences with our high-definition televisions and surround sound systems, or indulge in crystal-clear audio with our premium headphones and speakers.

Enhance your productivity and creativity with our versatile range of laptops and desktop computers. Whether you're a student, a professional, or a creative enthusiast, our computers boast impressive performance and features to meet your specific needs.

Stay connected and organized with our smartwatches and wearables, designed to track your health, monitor fitness goals, and provide convenient access to essential notifications.

Discover a world of possibilities with our smart home devices, which allow you to control and automate various aspects of your home environment. From smart lighting and thermostats to voice-controlled assistants, our selection enables you to create a modern and efficient living space.

Our electronics category also features an extensive range of accessories, including chargers, cables, protective cases, and more, ensuring your devices are always ready for action.

At [Shop Name], we prioritize quality and reliability, offering products from renowned brands known for their technological prowess and customer satisfaction.

As technology evolves, so does our electronics category. We keep pace with the latest advancements, ensuring that our selection remains current and caters to the ever-changing needs of tech enthusiasts.

From the latest smartphones to the most innovative smart devices, our electronics category promises an exciting and transformative experience. Embrace the future of technology with us and make your everyday life more connected, efficient, and enjoyable. Happy exploring!";"Electronics";"../Shared/images/Electronics/Tokdis MX-1 Pro Smartwatch.webp";"2023-07-28 20:51:40"
"86";"16";"Fire-Boltt Pro Max Smart Watch";"14999";"87";"76";"Welcome to the dynamic realm of electronics, where innovation and technology converge to enhance and simplify our lives. Our electronics category offers a wide array of cutting-edge gadgets and devices designed to elevate your digital experiences.

Explore a world of connectivity with our extensive selection of smartphones and tablets, providing seamless communication, entertainment, and productivity on the go. From sleek designs to powerful processors, our devices cater to a range of preferences and budgets.

Unleash the power of entertainment with our top-of-the-line audio and video equipment. Immerse yourself in cinematic experiences with our high-definition televisions and surround sound systems, or indulge in crystal-clear audio with our premium headphones and speakers.

Enhance your productivity and creativity with our versatile range of laptops and desktop computers. Whether you're a student, a professional, or a creative enthusiast, our computers boast impressive performance and features to meet your specific needs.

Stay connected and organized with our smartwatches and wearables, designed to track your health, monitor fitness goals, and provide convenient access to essential notifications.

Discover a world of possibilities with our smart home devices, which allow you to control and automate various aspects of your home environment. From smart lighting and thermostats to voice-controlled assistants, our selection enables you to create a modern and efficient living space.

Our electronics category also features an extensive range of accessories, including chargers, cables, protective cases, and more, ensuring your devices are always ready for action.

At [Shop Name], we prioritize quality and reliability, offering products from renowned brands known for their technological prowess and customer satisfaction.

As technology evolves, so does our electronics category. We keep pace with the latest advancements, ensuring that our selection remains current and caters to the ever-changing needs of tech enthusiasts.

From the latest smartphones to the most innovative smart devices, our electronics category promises an exciting and transformative experience. Embrace the future of technology with us and make your everyday life more connected, efficient, and enjoyable. Happy exploring!";"Electronics";"../Shared/images/Electronics/Fire-Boltt Pro Max Smart Watch.jpg";"2023-07-28 20:52:19"
"87";"14";"Sheesham Wood Dining Table Set";"49000";"35";"134";"Welcome to our inviting Furniture category, where style, comfort, and functionality come together to transform your living spaces into the sanctuary you deserve. Our thoughtfully curated selection offers a wide range of furniture pieces designed to suit diverse tastes and complement various interior styles.

Create a welcoming and cozy living room with our selection of sofas, sectionals, and recliners. Whether you prefer classic elegance or contemporary designs, our living room furniture provides the perfect balance of comfort and aesthetics.

Elevate your dining experience with our dining room furniture, featuring elegant dining sets and sturdy tables. From intimate dinners to festive gatherings, our dining furniture sets the stage for memorable moments with loved ones.

Find relaxation and tranquility in our bedroom furniture collection. From plush mattresses and stylish bed frames to spacious dressers and nightstands, our bedroom furniture ensures restful nights and organized spaces.

Discover functional and space-saving solutions with our home office furniture. Desks, office chairs, and storage units are designed to optimize productivity and create an inspiring workspace.

Step into the world of outdoor living with our patio and outdoor furniture. From cozy outdoor sofas and dining sets to sun loungers and hammocks, our outdoor furniture transforms your backyard into a haven of relaxation.

Experience the joy of efficient storage and organization with our assortment of cabinets, bookshelves, and storage units. Our furniture pieces help keep your spaces tidy and clutter-free.

At [Shop Name], we value quality and craftsmanship, offering furniture from reputable brands and skilled artisans who prioritize both style and durability.

We understand that each home is unique, and our furniture collection caters to various tastes and preferences, ranging from classic and traditional to modern and contemporary.

Whether you're furnishing a new home, renovating existing spaces, or seeking that perfect accent piece, our Furniture category promises to provide the options and inspiration you need to create a home that reflects your personality and enhances your lifestyle. Welcome to a world of comfort and style!";"Furniture";"../Shared/images/Furniture/Sheesham Wood Dining Table Set.webp";"2023-07-28 21:11:06"
"88";"14";"Crosscut Furniture Floor lamp";"8990";"67";"246";"Welcome to our inviting Furniture category, where style, comfort, and functionality come together to transform your living spaces into the sanctuary you deserve. Our thoughtfully curated selection offers a wide range of furniture pieces designed to suit diverse tastes and complement various interior styles.

Create a welcoming and cozy living room with our selection of sofas, sectionals, and recliners. Whether you prefer classic elegance or contemporary designs, our living room furniture provides the perfect balance of comfort and aesthetics.

Elevate your dining experience with our dining room furniture, featuring elegant dining sets and sturdy tables. From intimate dinners to festive gatherings, our dining furniture sets the stage for memorable moments with loved ones.

Find relaxation and tranquility in our bedroom furniture collection. From plush mattresses and stylish bed frames to spacious dressers and nightstands, our bedroom furniture ensures restful nights and organized spaces.

Discover functional and space-saving solutions with our home office furniture. Desks, office chairs, and storage units are designed to optimize productivity and create an inspiring workspace.

Step into the world of outdoor living with our patio and outdoor furniture. From cozy outdoor sofas and dining sets to sun loungers and hammocks, our outdoor furniture transforms your backyard into a haven of relaxation.

Experience the joy of efficient storage and organization with our assortment of cabinets, bookshelves, and storage units. Our furniture pieces help keep your spaces tidy and clutter-free.

At [Shop Name], we value quality and craftsmanship, offering furniture from reputable brands and skilled artisans who prioritize both style and durability.

We understand that each home is unique, and our furniture collection caters to various tastes and preferences, ranging from classic and traditional to modern and contemporary.

Whether you're furnishing a new home, renovating existing spaces, or seeking that perfect accent piece, our Furniture category promises to provide the options and inspiration you need to create a home that reflects your personality and enhances your lifestyle. Welcome to a world of comfort and style!";"Furniture";"../Shared/images/Furniture/Crosscut Furniture Floor lamp.webp";"2023-07-28 21:11:41"
"89";"14";"Swing Chair with Stand";"18999";"52";"35";"Welcome to our inviting Furniture category, where style, comfort, and functionality come together to transform your living spaces into the sanctuary you deserve. Our thoughtfully curated selection offers a wide range of furniture pieces designed to suit diverse tastes and complement various interior styles.

Create a welcoming and cozy living room with our selection of sofas, sectionals, and recliners. Whether you prefer classic elegance or contemporary designs, our living room furniture provides the perfect balance of comfort and aesthetics.

Elevate your dining experience with our dining room furniture, featuring elegant dining sets and sturdy tables. From intimate dinners to festive gatherings, our dining furniture sets the stage for memorable moments with loved ones.

Find relaxation and tranquility in our bedroom furniture collection. From plush mattresses and stylish bed frames to spacious dressers and nightstands, our bedroom furniture ensures restful nights and organized spaces.

Discover functional and space-saving solutions with our home office furniture. Desks, office chairs, and storage units are designed to optimize productivity and create an inspiring workspace.

Step into the world of outdoor living with our patio and outdoor furniture. From cozy outdoor sofas and dining sets to sun loungers and hammocks, our outdoor furniture transforms your backyard into a haven of relaxation.

Experience the joy of efficient storage and organization with our assortment of cabinets, bookshelves, and storage units. Our furniture pieces help keep your spaces tidy and clutter-free.

At [Shop Name], we value quality and craftsmanship, offering furniture from reputable brands and skilled artisans who prioritize both style and durability.

We understand that each home is unique, and our furniture collection caters to various tastes and preferences, ranging from classic and traditional to modern and contemporary.

Whether you're furnishing a new home, renovating existing spaces, or seeking that perfect accent piece, our Furniture category promises to provide the options and inspiration you need to create a home that reflects your personality and enhances your lifestyle. Welcome to a world of comfort and style!";"Furniture";"../Shared/images/Furniture/Swing Chair with Stand.webp";"2023-07-28 21:12:50"
"90";"14";"Wakefit TV Unit for Living Room";"5299";"48";"135";"Welcome to our inviting Furniture category, where style, comfort, and functionality come together to transform your living spaces into the sanctuary you deserve. Our thoughtfully curated selection offers a wide range of furniture pieces designed to suit diverse tastes and complement various interior styles.

Create a welcoming and cozy living room with our selection of sofas, sectionals, and recliners. Whether you prefer classic elegance or contemporary designs, our living room furniture provides the perfect balance of comfort and aesthetics.

Elevate your dining experience with our dining room furniture, featuring elegant dining sets and sturdy tables. From intimate dinners to festive gatherings, our dining furniture sets the stage for memorable moments with loved ones.

Find relaxation and tranquility in our bedroom furniture collection. From plush mattresses and stylish bed frames to spacious dressers and nightstands, our bedroom furniture ensures restful nights and organized spaces.

Discover functional and space-saving solutions with our home office furniture. Desks, office chairs, and storage units are designed to optimize productivity and create an inspiring workspace.

Step into the world of outdoor living with our patio and outdoor furniture. From cozy outdoor sofas and dining sets to sun loungers and hammocks, our outdoor furniture transforms your backyard into a haven of relaxation.

Experience the joy of efficient storage and organization with our assortment of cabinets, bookshelves, and storage units. Our furniture pieces help keep your spaces tidy and clutter-free.

At [Shop Name], we value quality and craftsmanship, offering furniture from reputable brands and skilled artisans who prioritize both style and durability.

We understand that each home is unique, and our furniture collection caters to various tastes and preferences, ranging from classic and traditional to modern and contemporary.

Whether you're furnishing a new home, renovating existing spaces, or seeking that perfect accent piece, our Furniture category promises to provide the options and inspiration you need to create a home that reflects your personality and enhances your lifestyle. Welcome to a world of comfort and style!";"Furniture";"../Shared/images/Furniture/Wakefit TV Unit for Living Room.webp";"2023-07-28 21:13:30"
"91";"14";"Bean Bag Chair with Footrest";"6999";"86";"32";"Welcome to our inviting Furniture category, where style, comfort, and functionality come together to transform your living spaces into the sanctuary you deserve. Our thoughtfully curated selection offers a wide range of furniture pieces designed to suit diverse tastes and complement various interior styles.

Create a welcoming and cozy living room with our selection of sofas, sectionals, and recliners. Whether you prefer classic elegance or contemporary designs, our living room furniture provides the perfect balance of comfort and aesthetics.

Elevate your dining experience with our dining room furniture, featuring elegant dining sets and sturdy tables. From intimate dinners to festive gatherings, our dining furniture sets the stage for memorable moments with loved ones.

Find relaxation and tranquility in our bedroom furniture collection. From plush mattresses and stylish bed frames to spacious dressers and nightstands, our bedroom furniture ensures restful nights and organized spaces.

Discover functional and space-saving solutions with our home office furniture. Desks, office chairs, and storage units are designed to optimize productivity and create an inspiring workspace.

Step into the world of outdoor living with our patio and outdoor furniture. From cozy outdoor sofas and dining sets to sun loungers and hammocks, our outdoor furniture transforms your backyard into a haven of relaxation.

Experience the joy of efficient storage and organization with our assortment of cabinets, bookshelves, and storage units. Our furniture pieces help keep your spaces tidy and clutter-free.

At [Shop Name], we value quality and craftsmanship, offering furniture from reputable brands and skilled artisans who prioritize both style and durability.

We understand that each home is unique, and our furniture collection caters to various tastes and preferences, ranging from classic and traditional to modern and contemporary.

Whether you're furnishing a new home, renovating existing spaces, or seeking that perfect accent piece, our Furniture category promises to provide the options and inspiration you need to create a home that reflects your personality and enhances your lifestyle. Welcome to a world of comfort and style!";"Furniture";"../Shared/images/Furniture/Bean Bag Chair with Footrest.webp";"2023-07-28 21:14:00"
"92";"14";"Green Soul Seoul Office Chair";"5980";"32";"234";"Welcome to our inviting Furniture category, where style, comfort, and functionality come together to transform your living spaces into the sanctuary you deserve. Our thoughtfully curated selection offers a wide range of furniture pieces designed to suit diverse tastes and complement various interior styles.

Create a welcoming and cozy living room with our selection of sofas, sectionals, and recliners. Whether you prefer classic elegance or contemporary designs, our living room furniture provides the perfect balance of comfort and aesthetics.

Elevate your dining experience with our dining room furniture, featuring elegant dining sets and sturdy tables. From intimate dinners to festive gatherings, our dining furniture sets the stage for memorable moments with loved ones.

Find relaxation and tranquility in our bedroom furniture collection. From plush mattresses and stylish bed frames to spacious dressers and nightstands, our bedroom furniture ensures restful nights and organized spaces.

Discover functional and space-saving solutions with our home office furniture. Desks, office chairs, and storage units are designed to optimize productivity and create an inspiring workspace.

Step into the world of outdoor living with our patio and outdoor furniture. From cozy outdoor sofas and dining sets to sun loungers and hammocks, our outdoor furniture transforms your backyard into a haven of relaxation.

Experience the joy of efficient storage and organization with our assortment of cabinets, bookshelves, and storage units. Our furniture pieces help keep your spaces tidy and clutter-free.

At [Shop Name], we value quality and craftsmanship, offering furniture from reputable brands and skilled artisans who prioritize both style and durability.

We understand that each home is unique, and our furniture collection caters to various tastes and preferences, ranging from classic and traditional to modern and contemporary.

Whether you're furnishing a new home, renovating existing spaces, or seeking that perfect accent piece, our Furniture category promises to provide the options and inspiration you need to create a home that reflects your personality and enhances your lifestyle. Welcome to a world of comfort and style!";"Furniture";"../Shared/images/Furniture/Green Soul Seoul Office Chair.webp";"2023-07-28 21:14:47"
"93";"14";"Wall Mounted Engineered Wood Study Table";"3500";"57";"42";"Welcome to our inviting Furniture category, where style, comfort, and functionality come together to transform your living spaces into the sanctuary you deserve. Our thoughtfully curated selection offers a wide range of furniture pieces designed to suit diverse tastes and complement various interior styles.

Create a welcoming and cozy living room with our selection of sofas, sectionals, and recliners. Whether you prefer classic elegance or contemporary designs, our living room furniture provides the perfect balance of comfort and aesthetics.

Elevate your dining experience with our dining room furniture, featuring elegant dining sets and sturdy tables. From intimate dinners to festive gatherings, our dining furniture sets the stage for memorable moments with loved ones.

Find relaxation and tranquility in our bedroom furniture collection. From plush mattresses and stylish bed frames to spacious dressers and nightstands, our bedroom furniture ensures restful nights and organized spaces.

Discover functional and space-saving solutions with our home office furniture. Desks, office chairs, and storage units are designed to optimize productivity and create an inspiring workspace.

Step into the world of outdoor living with our patio and outdoor furniture. From cozy outdoor sofas and dining sets to sun loungers and hammocks, our outdoor furniture transforms your backyard into a haven of relaxation.

Experience the joy of efficient storage and organization with our assortment of cabinets, bookshelves, and storage units. Our furniture pieces help keep your spaces tidy and clutter-free.

At [Shop Name], we value quality and craftsmanship, offering furniture from reputable brands and skilled artisans who prioritize both style and durability.

We understand that each home is unique, and our furniture collection caters to various tastes and preferences, ranging from classic and traditional to modern and contemporary.

Whether you're furnishing a new home, renovating existing spaces, or seeking that perfect accent piece, our Furniture category promises to provide the options and inspiration you need to create a home that reflects your personality and enhances your lifestyle. Welcome to a world of comfort and style!";"Furniture";"../Shared/images/Furniture/Wall Mounted Engineered Wood Study Table.webp";"2023-07-28 21:15:33"
"94";"14";"Sheesham Wood Armania Single Size Bed ";"21999";"31";"74";"Welcome to our inviting Furniture category, where style, comfort, and functionality come together to transform your living spaces into the sanctuary you deserve. Our thoughtfully curated selection offers a wide range of furniture pieces designed to suit diverse tastes and complement various interior styles.

Create a welcoming and cozy living room with our selection of sofas, sectionals, and recliners. Whether you prefer classic elegance or contemporary designs, our living room furniture provides the perfect balance of comfort and aesthetics.

Elevate your dining experience with our dining room furniture, featuring elegant dining sets and sturdy tables. From intimate dinners to festive gatherings, our dining furniture sets the stage for memorable moments with loved ones.

Find relaxation and tranquility in our bedroom furniture collection. From plush mattresses and stylish bed frames to spacious dressers and nightstands, our bedroom furniture ensures restful nights and organized spaces.

Discover functional and space-saving solutions with our home office furniture. Desks, office chairs, and storage units are designed to optimize productivity and create an inspiring workspace.

Step into the world of outdoor living with our patio and outdoor furniture. From cozy outdoor sofas and dining sets to sun loungers and hammocks, our outdoor furniture transforms your backyard into a haven of relaxation.

Experience the joy of efficient storage and organization with our assortment of cabinets, bookshelves, and storage units. Our furniture pieces help keep your spaces tidy and clutter-free.

At [Shop Name], we value quality and craftsmanship, offering furniture from reputable brands and skilled artisans who prioritize both style and durability.

We understand that each home is unique, and our furniture collection caters to various tastes and preferences, ranging from classic and traditional to modern and contemporary.

Whether you're furnishing a new home, renovating existing spaces, or seeking that perfect accent piece, our Furniture category promises to provide the options and inspiration you need to create a home that reflects your personality and enhances your lifestyle. Welcome to a world of comfort and style!";"Furniture";"../Shared/images/Furniture/Sheesham Wood Armania Single Size Bed.webp";"2023-07-28 21:16:17"
"95";"14";"Sheesham Wood Center Coffee Table";"22999";"35";"96";"Welcome to our inviting Furniture category, where style, comfort, and functionality come together to transform your living spaces into the sanctuary you deserve. Our thoughtfully curated selection offers a wide range of furniture pieces designed to suit diverse tastes and complement various interior styles.

Create a welcoming and cozy living room with our selection of sofas, sectionals, and recliners. Whether you prefer classic elegance or contemporary designs, our living room furniture provides the perfect balance of comfort and aesthetics.

Elevate your dining experience with our dining room furniture, featuring elegant dining sets and sturdy tables. From intimate dinners to festive gatherings, our dining furniture sets the stage for memorable moments with loved ones.

Find relaxation and tranquility in our bedroom furniture collection. From plush mattresses and stylish bed frames to spacious dressers and nightstands, our bedroom furniture ensures restful nights and organized spaces.

Discover functional and space-saving solutions with our home office furniture. Desks, office chairs, and storage units are designed to optimize productivity and create an inspiring workspace.

Step into the world of outdoor living with our patio and outdoor furniture. From cozy outdoor sofas and dining sets to sun loungers and hammocks, our outdoor furniture transforms your backyard into a haven of relaxation.

Experience the joy of efficient storage and organization with our assortment of cabinets, bookshelves, and storage units. Our furniture pieces help keep your spaces tidy and clutter-free.

At [Shop Name], we value quality and craftsmanship, offering furniture from reputable brands and skilled artisans who prioritize both style and durability.

We understand that each home is unique, and our furniture collection caters to various tastes and preferences, ranging from classic and traditional to modern and contemporary.

Whether you're furnishing a new home, renovating existing spaces, or seeking that perfect accent piece, our Furniture category promises to provide the options and inspiration you need to create a home that reflects your personality and enhances your lifestyle. Welcome to a world of comfort and style!";"Furniture";"../Shared/images/Furniture/Sheesham Wood Center Coffee Table.webp";"2023-07-28 21:17:01"
"96";"14";"Sturdy Sheesham Wooden Comfortable Chair";"99999";"68";"47";"Welcome to our inviting Furniture category, where style, comfort, and functionality come together to transform your living spaces into the sanctuary you deserve. Our thoughtfully curated selection offers a wide range of furniture pieces designed to suit diverse tastes and complement various interior styles.

Create a welcoming and cozy living room with our selection of sofas, sectionals, and recliners. Whether you prefer classic elegance or contemporary designs, our living room furniture provides the perfect balance of comfort and aesthetics.

Elevate your dining experience with our dining room furniture, featuring elegant dining sets and sturdy tables. From intimate dinners to festive gatherings, our dining furniture sets the stage for memorable moments with loved ones.

Find relaxation and tranquility in our bedroom furniture collection. From plush mattresses and stylish bed frames to spacious dressers and nightstands, our bedroom furniture ensures restful nights and organized spaces.

Discover functional and space-saving solutions with our home office furniture. Desks, office chairs, and storage units are designed to optimize productivity and create an inspiring workspace.

Step into the world of outdoor living with our patio and outdoor furniture. From cozy outdoor sofas and dining sets to sun loungers and hammocks, our outdoor furniture transforms your backyard into a haven of relaxation.

Experience the joy of efficient storage and organization with our assortment of cabinets, bookshelves, and storage units. Our furniture pieces help keep your spaces tidy and clutter-free.

At [Shop Name], we value quality and craftsmanship, offering furniture from reputable brands and skilled artisans who prioritize both style and durability.

We understand that each home is unique, and our furniture collection caters to various tastes and preferences, ranging from classic and traditional to modern and contemporary.

Whether you're furnishing a new home, renovating existing spaces, or seeking that perfect accent piece, our Furniture category promises to provide the options and inspiration you need to create a home that reflects your personality and enhances your lifestyle. Welcome to a world of comfort and style!";"Furniture";"../Shared/images/Furniture/Sturdy Sheesham Wooden Comfortable Chair.webp";"2023-07-28 21:17:39"
"97";"18";"Surf Excel Liquid Detergent ";"390";"13";"143";"Welcome to our well-stocked Grocery category, where culinary delights and everyday essentials come together to cater to your daily needs. Our diverse selection offers a wide array of fresh produce, pantry staples, and specialty items that will tantalize your taste buds and keep your kitchen fully equipped.

Explore our fresh produce section, where you'll find a colorful assortment of fruits and vegetables, handpicked for their quality and freshness. From crisp apples and juicy oranges to leafy greens and ripe tomatoes, our selection ensures you have the finest ingredients for healthy and delicious meals.

Step into our pantry aisle, where a treasure trove of staples awaits. Stock up on essential items such as rice, pasta, grains, and canned goods, providing the foundation for countless culinary creations.

Indulge in our assortment of delectable snacks and treats, perfect for satisfying cravings or adding a little something extra to your meals. From savory chips and crackers to sweet chocolates and cookies, our selection offers a delightful variety to suit every palate.

Discover a world of flavors with our range of international and specialty foods. Embark on a culinary adventure with exotic spices, unique sauces, and traditional ingredients from around the globe.

Quench your thirst with our assortment of beverages, featuring refreshing options like juices, sodas, and sparkling water, as well as a selection of coffee and tea to fuel your day.

We understand the importance of dietary preferences and cater to various lifestyles, including vegan, gluten-free, and organic options, ensuring everyone can find products that align with their needs.

At [Shop Name], we prioritize quality and freshness, working with trusted suppliers and brands to ensure our grocery selection meets the highest standards.

Convenience is key, and our online grocery shopping option allows you to browse and order from the comfort of your home, making grocery shopping a breeze.

Whether you're preparing a family dinner, restocking your pantry, or simply seeking a sweet indulgence, our Grocery category promises to provide the essentials and delights that turn every meal into a satisfying experience. Happy shopping and bon appétit!";"Grocery";"../Shared/images/Grocery/Surf Excel Liquid Detergent.webp";"2023-07-28 21:30:50"
"98";"18";"Tata Salt";"28";"11";"234";"Welcome to our well-stocked Grocery category, where culinary delights and everyday essentials come together to cater to your daily needs. Our diverse selection offers a wide array of fresh produce, pantry staples, and specialty items that will tantalize your taste buds and keep your kitchen fully equipped.

Explore our fresh produce section, where you'll find a colorful assortment of fruits and vegetables, handpicked for their quality and freshness. From crisp apples and juicy oranges to leafy greens and ripe tomatoes, our selection ensures you have the finest ingredients for healthy and delicious meals.

Step into our pantry aisle, where a treasure trove of staples awaits. Stock up on essential items such as rice, pasta, grains, and canned goods, providing the foundation for countless culinary creations.

Indulge in our assortment of delectable snacks and treats, perfect for satisfying cravings or adding a little something extra to your meals. From savory chips and crackers to sweet chocolates and cookies, our selection offers a delightful variety to suit every palate.

Discover a world of flavors with our range of international and specialty foods. Embark on a culinary adventure with exotic spices, unique sauces, and traditional ingredients from around the globe.

Quench your thirst with our assortment of beverages, featuring refreshing options like juices, sodas, and sparkling water, as well as a selection of coffee and tea to fuel your day.

We understand the importance of dietary preferences and cater to various lifestyles, including vegan, gluten-free, and organic options, ensuring everyone can find products that align with their needs.

At [Shop Name], we prioritize quality and freshness, working with trusted suppliers and brands to ensure our grocery selection meets the highest standards.

Convenience is key, and our online grocery shopping option allows you to browse and order from the comfort of your home, making grocery shopping a breeze.

Whether you're preparing a family dinner, restocking your pantry, or simply seeking a sweet indulgence, our Grocery category promises to provide the essentials and delights that turn every meal into a satisfying experience. Happy shopping and bon appétit!";"Grocery";"../Shared/images/Grocery/Tata Salt.webp";"2023-07-28 21:31:43"
"99";"18";"Wagh Bakri Premium Leaf Tea";"560";"11";"42";"Welcome to our well-stocked Grocery category, where culinary delights and everyday essentials come together to cater to your daily needs. Our diverse selection offers a wide array of fresh produce, pantry staples, and specialty items that will tantalize your taste buds and keep your kitchen fully equipped.

Explore our fresh produce section, where you'll find a colorful assortment of fruits and vegetables, handpicked for their quality and freshness. From crisp apples and juicy oranges to leafy greens and ripe tomatoes, our selection ensures you have the finest ingredients for healthy and delicious meals.

Step into our pantry aisle, where a treasure trove of staples awaits. Stock up on essential items such as rice, pasta, grains, and canned goods, providing the foundation for countless culinary creations.

Indulge in our assortment of delectable snacks and treats, perfect for satisfying cravings or adding a little something extra to your meals. From savory chips and crackers to sweet chocolates and cookies, our selection offers a delightful variety to suit every palate.

Discover a world of flavors with our range of international and specialty foods. Embark on a culinary adventure with exotic spices, unique sauces, and traditional ingredients from around the globe.

Quench your thirst with our assortment of beverages, featuring refreshing options like juices, sodas, and sparkling water, as well as a selection of coffee and tea to fuel your day.

We understand the importance of dietary preferences and cater to various lifestyles, including vegan, gluten-free, and organic options, ensuring everyone can find products that align with their needs.

At [Shop Name], we prioritize quality and freshness, working with trusted suppliers and brands to ensure our grocery selection meets the highest standards.

Convenience is key, and our online grocery shopping option allows you to browse and order from the comfort of your home, making grocery shopping a breeze.

Whether you're preparing a family dinner, restocking your pantry, or simply seeking a sweet indulgence, our Grocery category promises to provide the essentials and delights that turn every meal into a satisfying experience. Happy shopping and bon appétit!";"Grocery";"../Shared/images/Grocery/Wagh Bakri Premium Leaf Tea.webp";"2023-07-28 21:32:35"
"100";"18";"Aashirvaad Atta with Multigrains";"352";"24";"342";"Welcome to our well-stocked Grocery category, where culinary delights and everyday essentials come together to cater to your daily needs. Our diverse selection offers a wide array of fresh produce, pantry staples, and specialty items that will tantalize your taste buds and keep your kitchen fully equipped.

Explore our fresh produce section, where you'll find a colorful assortment of fruits and vegetables, handpicked for their quality and freshness. From crisp apples and juicy oranges to leafy greens and ripe tomatoes, our selection ensures you have the finest ingredients for healthy and delicious meals.

Step into our pantry aisle, where a treasure trove of staples awaits. Stock up on essential items such as rice, pasta, grains, and canned goods, providing the foundation for countless culinary creations.

Indulge in our assortment of delectable snacks and treats, perfect for satisfying cravings or adding a little something extra to your meals. From savory chips and crackers to sweet chocolates and cookies, our selection offers a delightful variety to suit every palate.

Discover a world of flavors with our range of international and specialty foods. Embark on a culinary adventure with exotic spices, unique sauces, and traditional ingredients from around the globe.

Quench your thirst with our assortment of beverages, featuring refreshing options like juices, sodas, and sparkling water, as well as a selection of coffee and tea to fuel your day.

We understand the importance of dietary preferences and cater to various lifestyles, including vegan, gluten-free, and organic options, ensuring everyone can find products that align with their needs.

At [Shop Name], we prioritize quality and freshness, working with trusted suppliers and brands to ensure our grocery selection meets the highest standards.

Convenience is key, and our online grocery shopping option allows you to browse and order from the comfort of your home, making grocery shopping a breeze.

Whether you're preparing a family dinner, restocking your pantry, or simply seeking a sweet indulgence, our Grocery category promises to provide the essentials and delights that turn every meal into a satisfying experience. Happy shopping and bon appétit!";"Grocery";"../Shared/images/Grocery/Aashirvaad Atta with Multigrains.webp";"2023-07-28 21:33:14"
